Index,relPosN,relPosE,UTC
3338,0.1535,0.5404,11:19:26.160 03/07/2019
3339,,,
3340,0.1524,0.5406,11:19:26.340 03/07/2019
3341,,,
3342,0.1536,0.5404,11:19:26.520 03/07/2019
3343,,,
3344,0.1532,0.5393,11:19:26.700 03/07/2019
3345,,,
3346,0.1540,0.5399,11:19:26.880 03/07/2019
3347,,,
3348,0.1549,0.5395,11:19:27.060 03/07/2019
3349,,,
3350,0.1542,0.5384,11:19:27.240 03/07/2019
3351,,,
3352,0.1538,0.5382,11:19:27.420 03/07/2019
3353,,,
3354,0.1543,0.5382,11:19:27.600 03/07/2019
3355,,,
3356,0.1568,0.5392,11:19:27.780 03/07/2019
3357,,,
3358,0.1561,0.5383,11:19:27.960 03/07/2019
3359,,,
3360,0.1570,0.5390,11:19:28.140 03/07/2019
3361,,,
3362,0.1577,0.5387,11:19:28.320 03/07/2019
3363,,,
3364,0.1577,0.5385,11:19:28.500 03/07/2019
3365,,,
3366,0.1576,0.5382,11:19:28.680 03/07/2019
3367,,,
3368,0.1569,0.5386,11:19:28.860 03/07/2019
3369,,,
3370,0.1572,0.5385,11:19:29.040 03/07/2019
3371,,,
3372,0.1611,0.5405,11:19:29.220 03/07/2019
3373,,,
3374,0.1615,0.5408,11:19:29.400 03/07/2019
3375,,,
3376,0.1616,0.5411,11:19:29.580 03/07/2019
3377,,,
3378,0.1603,0.5412,11:19:29.760 03/07/2019
3379,,,
3380,0.1607,0.5411,11:19:29.940 03/07/2019
3381,,,
3382,0.1597,0.5412,11:19:30.120 03/07/2019
3383,,,
3384,0.1600,0.5413,11:19:30.300 03/07/2019
3385,,,
3386,0.1593,0.5403,11:19:30.480 03/07/2019
3387,,,
3388,0.1594,0.5416,11:19:30.660 03/07/2019
3389,,,
3390,0.1595,0.5423,11:19:30.840 03/07/2019
3391,,,
3392,0.1576,0.5413,11:19:31.020 03/07/2019
3393,,,
3394,0.1582,0.5431,11:19:31.200 03/07/2019
3395,,,
3396,0.1579,0.5427,11:19:31.380 03/07/2019
3397,,,
3398,0.1564,0.5437,11:19:31.560 03/07/2019
3399,,,
3400,0.1572,0.5436,11:19:31.740 03/07/2019
3401,,,
3402,0.1550,0.5454,11:19:31.920 03/07/2019
3403,,,
3404,0.1557,0.5443,11:19:32.160 03/07/2019
3405,,,
3406,0.1553,0.5455,11:19:32.340 03/07/2019
3407,,,
3408,0.1547,0.5454,11:19:32.520 03/07/2019
3409,,,
3410,0.1553,0.5449,11:19:32.700 03/07/2019
3411,,,
3412,0.1541,0.5449,11:19:32.880 03/07/2019
3413,,,
3414,0.1537,0.5454,11:19:33.120 03/07/2019
3415,,,
3416,0.1540,0.5455,11:19:33.300 03/07/2019
3417,,,
3418,0.1523,0.5470,11:19:33.480 03/07/2019
3419,,,
3420,0.1528,0.5474,11:19:33.660 03/07/2019
3421,,,
3422,0.1529,0.5469,11:19:33.840 03/07/2019
3423,,,
3424,0.1517,0.5463,11:19:34.020 03/07/2019
3425,,,
3426,0.1513,0.5472,11:19:34.200 03/07/2019
3427,,,
3428,0.1516,0.5470,11:19:34.380 03/07/2019
3429,,,
3430,0.1516,0.5468,11:19:34.560 03/07/2019
3431,,,
3432,0.1521,0.5463,11:19:34.740 03/07/2019
3433,,,
3434,0.1511,0.5462,11:19:34.920 03/07/2019
3435,,,
3436,0.1500,0.5458,11:19:35.100 03/07/2019
3437,,,
3438,0.1491,0.5457,11:19:35.280 03/07/2019
3439,,,
3440,0.1502,0.5447,11:19:35.460 03/07/2019
3441,,,
3442,0.1497,0.5455,11:19:35.640 03/07/2019
3443,,,
3444,0.1480,0.5447,11:19:35.820 03/07/2019
3445,,,
3446,0.1466,0.5442,11:19:36.000 03/07/2019
3447,,,
3448,0.1462,0.5431,11:19:36.180 03/07/2019
3449,,,
3450,0.1462,0.5433,11:19:36.360 03/07/2019
3451,,,
3452,0.1439,0.5414,11:19:36.540 03/07/2019
3453,,,
3454,0.1435,0.5420,11:19:36.720 03/07/2019
3455,,,
3456,0.1423,0.5415,11:19:36.900 03/07/2019
3457,,,
3458,0.1429,0.5413,11:19:37.080 03/07/2019
3459,,,
3460,0.1421,0.5406,11:19:37.260 03/07/2019
3461,,,
3462,0.1416,0.5405,11:19:37.440 03/07/2019
3463,,,
3464,0.1423,0.5418,11:19:37.620 03/07/2019
3465,,,
3466,0.1420,0.5413,11:19:37.800 03/07/2019
3467,,,
3468,0.1423,0.5416,11:19:37.980 03/07/2019
3469,,,
3470,0.1425,0.5417,11:19:38.160 03/07/2019
3471,,,
3472,0.1419,0.5416,11:19:38.340 03/07/2019
3473,,,
3474,0.1423,0.5409,11:19:38.520 03/07/2019
3475,,,
3476,0.1420,0.5402,11:19:38.700 03/07/2019
3477,,,
3478,0.1429,0.5401,11:19:38.880 03/07/2019
3479,,,
3480,0.1421,0.5395,11:19:39.060 03/07/2019
3481,,,
3482,0.1417,0.5397,11:19:39.240 03/07/2019
3483,,,
3484,0.1420,0.5394,11:19:39.420 03/07/2019
3485,,,
3486,0.1433,0.5403,11:19:39.600 03/07/2019
3487,,,
3488,0.1429,0.5405,11:19:39.780 03/07/2019
3489,,,
3490,0.1434,0.5403,11:19:39.960 03/07/2019
3491,,,
3492,0.1437,0.5411,11:19:40.140 03/07/2019
3493,,,
3494,0.1424,0.5402,11:19:40.320 03/07/2019
3495,,,
3496,0.1427,0.5406,11:19:40.500 03/07/2019
3497,,,
3498,0.1423,0.5401,11:19:40.680 03/07/2019
3499,,,
3500,0.1440,0.5410,11:19:40.860 03/07/2019
3501,,,
3502,0.1445,0.5405,11:19:41.040 03/07/2019
3503,,,
3504,0.1449,0.5414,11:19:41.220 03/07/2019
3505,,,
3506,0.1442,0.5408,11:19:41.400 03/07/2019
3507,,,
3508,0.1437,0.5414,11:19:41.580 03/07/2019
3509,,,
3510,0.1444,0.5416,11:19:41.760 03/07/2019
3511,,,
3512,0.1496,0.5442,11:19:41.940 03/07/2019
3513,,,
3514,0.1501,0.5434,11:19:42.180 03/07/2019
3515,,,
3516,0.1499,0.5446,11:19:42.360 03/07/2019
3517,,,
3518,0.1507,0.5441,11:19:42.540 03/07/2019
3519,,,
3520,0.1500,0.5442,11:19:42.720 03/07/2019
3521,,,
3522,0.1502,0.5438,11:19:42.900 03/07/2019
3523,,,
3524,0.1513,0.5449,11:19:43.080 03/07/2019
3525,,,
3526,0.1508,0.5446,11:19:43.260 03/07/2019
3527,,,
3528,0.1511,0.5446,11:19:43.440 03/07/2019
3529,,,
3530,0.1512,0.5455,11:19:43.620 03/07/2019
3531,,,
3532,0.1509,0.5457,11:19:43.800 03/07/2019
3533,,,
3534,0.1504,0.5455,11:19:43.980 03/07/2019
3535,,,
3536,0.1512,0.5460,11:19:44.160 03/07/2019
3537,,,
3538,0.1506,0.5456,11:19:44.340 03/07/2019
3539,,,
3540,0.1509,0.5458,11:19:44.520 03/07/2019
3541,,,
3542,0.1503,0.5464,11:19:44.700 03/07/2019
3543,,,
3544,0.1517,0.5457,11:19:44.880 03/07/2019
3545,,,
3546,0.1521,0.5471,11:19:45.060 03/07/2019
3547,,,
3548,0.1518,0.5463,11:19:45.240 03/07/2019
3549,,,
3550,0.1521,0.5468,11:19:45.420 03/07/2019
3551,,,
3552,0.1526,0.5474,11:19:45.600 03/07/2019
3553,,,
3554,0.1534,0.5483,11:19:45.780 03/07/2019
3555,,,
3556,0.1539,0.5482,11:19:45.960 03/07/2019
3557,,,
3558,0.1553,0.5460,11:19:46.140 03/07/2019
3559,,,
3560,0.1563,0.5473,11:19:46.320 03/07/2019
3561,,,
3562,0.1562,0.5469,11:19:46.500 03/07/2019
3563,,,
3564,0.1552,0.5469,11:19:46.680 03/07/2019
3565,,,
3566,0.1538,0.5467,11:19:46.860 03/07/2019
3567,,,
3568,0.1536,0.5457,11:19:47.040 03/07/2019
3569,,,
3570,0.1531,0.5463,11:19:47.220 03/07/2019
3571,,,
3572,0.1522,0.5460,11:19:47.400 03/07/2019
3573,,,
3574,0.1513,0.5466,11:19:47.580 03/07/2019
3575,,,
3576,0.1492,0.5464,11:19:47.760 03/07/2019
3577,,,
3578,0.1486,0.5468,11:19:47.940 03/07/2019
3579,,,
3580,0.1468,0.5454,11:19:48.120 03/07/2019
3581,,,
3582,0.1463,0.5450,11:19:48.300 03/07/2019
3583,,,
3584,0.1445,0.5441,11:19:48.480 03/07/2019
3585,,,
3586,0.1448,0.5455,11:19:48.660 03/07/2019
3587,,,
3588,0.1438,0.5443,11:19:48.840 03/07/2019
3589,,,
3590,0.1437,0.5457,11:19:49.020 03/07/2019
3591,,,
3592,0.1434,0.5443,11:19:49.200 03/07/2019
3593,,,
3594,0.1439,0.5443,11:19:49.380 03/07/2019
3595,,,
3596,0.1429,0.5450,11:19:49.560 03/07/2019
3597,,,
3598,0.1434,0.5446,11:19:49.740 03/07/2019
3599,,,
3600,0.1435,0.5448,11:19:49.920 03/07/2019
3601,,,
3602,0.1418,0.5453,11:19:50.100 03/07/2019
3603,,,
3604,0.1425,0.5467,11:19:50.280 03/07/2019
3605,,,
3606,0.1422,0.5460,11:19:50.400 03/07/2019
3607,,,
3608,0.1425,0.5461,11:19:50.580 03/07/2019
3609,,,
3610,0.1428,0.5462,11:19:50.760 03/07/2019
3611,,,
3612,0.1419,0.5463,11:19:50.940 03/07/2019
3613,,,
3614,0.1423,0.5462,11:19:51.120 03/07/2019
3615,,,
3616,0.1418,0.5461,11:19:51.300 03/07/2019
3617,,,
3618,0.1407,0.5457,11:19:51.480 03/07/2019
3619,,,
3620,0.1408,0.5455,11:19:51.660 03/07/2019
3621,,,
3622,0.1402,0.5448,11:19:51.840 03/07/2019
3623,,,
3624,0.1409,0.5437,11:19:52.020 03/07/2019
3625,,,
3626,0.1402,0.5435,11:19:52.260 03/07/2019
3627,,,
3628,0.1396,0.5425,11:19:52.440 03/07/2019
3629,,,
3630,0.1399,0.5446,11:19:52.620 03/07/2019
3631,,,
3632,0.1398,0.5432,11:19:52.800 03/07/2019
3633,,,
3634,0.1447,0.5421,11:19:52.980 03/07/2019
3635,,,
3636,0.1448,0.5428,11:19:53.160 03/07/2019
3637,,,
3638,0.1474,0.5437,11:19:53.340 03/07/2019
3639,,,
3640,0.1479,0.5435,11:19:53.520 03/07/2019
3641,,,
3642,0.1478,0.5444,11:19:53.700 03/07/2019
3643,,,
3644,0.1489,0.5453,11:19:53.880 03/07/2019
3645,,,
3646,0.1499,0.5451,11:19:54.060 03/07/2019
3647,,,
3648,0.1510,0.5463,11:19:54.300 03/07/2019
3649,,,
3650,0.1516,0.5450,11:19:54.480 03/07/2019
3651,,,
3652,0.1518,0.5459,11:19:54.660 03/07/2019
3653,,,
3654,0.1524,0.5459,11:19:54.840 03/07/2019
3655,,,
3656,0.1527,0.5460,11:19:55.020 03/07/2019
3657,,,
3658,0.1523,0.5459,11:19:55.200 03/07/2019
3659,,,
3660,0.1519,0.5466,11:19:55.380 03/07/2019
3661,,,
3662,0.1511,0.5471,11:19:55.560 03/07/2019
3663,,,
3664,0.1514,0.5473,11:19:55.740 03/07/2019
3665,,,
3666,0.1511,0.5456,11:19:55.920 03/07/2019
3667,,,
3668,0.1508,0.5458,11:19:56.100 03/07/2019
3669,,,
3670,0.1510,0.5467,11:19:56.280 03/07/2019
3671,,,
3672,0.1515,0.5456,11:19:56.460 03/07/2019
3673,,,
3674,0.1514,0.5458,11:19:56.640 03/07/2019
3675,,,
3676,0.1496,0.5460,11:19:56.820 03/07/2019
3677,,,
3678,0.1491,0.5454,11:19:57.000 03/07/2019
3679,,,
3680,0.1493,0.5453,11:19:57.180 03/07/2019
3681,,,
3682,0.1488,0.5454,11:19:57.360 03/07/2019
3683,,,
3684,0.1483,0.5455,11:19:57.540 03/07/2019
3685,,,
3686,0.1485,0.5449,11:19:57.720 03/07/2019
3687,,,
3688,0.1520,0.5462,11:19:57.900 03/07/2019
3689,,,
3690,0.1528,0.5464,11:19:58.080 03/07/2019
3691,,,
3692,0.1522,0.5466,11:19:58.260 03/07/2019
3693,,,
3694,0.1519,0.5466,11:19:58.440 03/07/2019
3695,,,
3696,0.1528,0.5470,11:19:58.560 03/07/2019
3697,,,
3698,0.1513,0.5450,11:19:58.740 03/07/2019
3699,,,
3700,0.1510,0.5453,11:19:58.920 03/07/2019
3701,,,
3702,0.1515,0.5451,11:19:59.100 03/07/2019
3703,,,
3704,0.1500,0.5448,11:19:59.280 03/07/2019
3705,,,
3706,0.1504,0.5445,11:19:59.460 03/07/2019
3707,,,
3708,0.1500,0.5442,11:19:59.640 03/07/2019
3709,,,
3710,0.1504,0.5441,11:19:59.820 03/07/2019
3711,,,
3712,0.1505,0.5451,11:20:00.000 03/07/2019
3713,,,
3714,0.1502,0.5446,11:20:00.180 03/07/2019
3715,,,
3716,0.1517,0.5455,11:20:00.360 03/07/2019
3717,,,
3718,0.1509,0.5455,11:20:00.540 03/07/2019
3719,,,
3720,0.1523,0.5438,11:20:00.720 03/07/2019
3721,,,
3722,0.1528,0.5442,11:20:00.900 03/07/2019
3723,,,
3724,0.1535,0.5431,11:20:01.080 03/07/2019
3725,,,
3726,0.1535,0.5439,11:20:01.260 03/07/2019
3727,,,
3728,0.1542,0.5433,11:20:01.440 03/07/2019
3729,,,
3730,0.1534,0.5435,11:20:01.620 03/07/2019
3731,,,
3732,0.1537,0.5430,11:20:01.800 03/07/2019
3733,,,
3734,0.1536,0.5442,11:20:01.980 03/07/2019
3735,,,
3736,0.1540,0.5434,11:20:02.220 03/07/2019
3737,,,
3738,0.1541,0.5432,11:20:02.400 03/07/2019
3739,,,
3740,0.1531,0.5441,11:20:02.580 03/07/2019
3741,,,
3742,0.1527,0.5429,11:20:02.760 03/07/2019
3743,,,
3744,0.1525,0.5431,11:20:02.940 03/07/2019
3745,,,
3746,0.1537,0.5441,11:20:03.120 03/07/2019
3747,,,
3748,0.1528,0.5435,11:20:03.300 03/07/2019
3749,,,
3750,0.1529,0.5431,11:20:03.480 03/07/2019
3751,,,
3752,0.1514,0.5445,11:20:03.660 03/07/2019
3753,,,
3754,0.1506,0.5432,11:20:03.840 03/07/2019
3755,,,
3756,0.1503,0.5434,11:20:04.020 03/07/2019
3757,,,
3758,0.1502,0.5434,11:20:04.200 03/07/2019
3759,,,
3760,0.1503,0.5442,11:20:04.380 03/07/2019
3761,,,
3762,0.1505,0.5429,11:20:04.560 03/07/2019
3763,,,
3764,0.1501,0.5428,11:20:04.740 03/07/2019
3765,,,
3766,0.1500,0.5433,11:20:04.920 03/07/2019
3767,,,
3768,0.1512,0.5440,11:20:05.100 03/07/2019
3769,,,
3770,0.1507,0.5436,11:20:05.280 03/07/2019
3771,,,
3772,0.1504,0.5442,11:20:05.460 03/07/2019
3773,,,
3774,0.1503,0.5439,11:20:05.640 03/07/2019
3775,,,
3776,0.1507,0.5438,11:20:05.820 03/07/2019
3777,,,
3778,0.1508,0.5449,11:20:06.000 03/07/2019
3779,,,
3780,0.1502,0.5445,11:20:06.180 03/07/2019
3781,,,
3782,0.1501,0.5442,11:20:06.360 03/07/2019
3783,,,
3784,0.1499,0.5439,11:20:06.540 03/07/2019
3785,,,
3786,0.1490,0.5447,11:20:06.720 03/07/2019
3787,,,
3788,0.1484,0.5419,11:20:06.900 03/07/2019
3789,,,
3790,0.1474,0.5419,11:20:07.080 03/07/2019
3791,,,
3792,0.1481,0.5410,11:20:07.260 03/07/2019
3793,,,
3794,0.1474,0.5410,11:20:07.440 03/07/2019
3795,,,
3796,0.1472,0.5413,11:20:07.620 03/07/2019
3797,,,
3798,0.1472,0.5416,11:20:07.800 03/07/2019
3799,,,
3800,0.1473,0.5409,11:20:07.980 03/07/2019
3801,,,
3802,0.1472,0.5408,11:20:08.160 03/07/2019
3803,,,
3804,0.1466,0.5397,11:20:08.340 03/07/2019
3805,,,
3806,0.1481,0.5402,11:20:08.520 03/07/2019
3807,,,
3808,0.1476,0.5395,11:20:08.700 03/07/2019
3809,,,
3810,0.1474,0.5406,11:20:08.880 03/07/2019
3811,,,
3812,0.1472,0.5402,11:20:09.060 03/07/2019
3813,,,
3814,0.1492,0.5402,11:20:09.240 03/07/2019
3815,,,
3816,0.1493,0.5410,11:20:09.420 03/07/2019
3817,,,
3818,0.1505,0.5416,11:20:09.600 03/07/2019
3819,,,
3820,0.1495,0.5409,11:20:09.780 03/07/2019
3821,,,
3822,0.1496,0.5412,11:20:09.960 03/07/2019
3823,,,
3824,0.1499,0.5411,11:20:10.140 03/07/2019
3825,,,
3826,0.1494,0.5422,11:20:10.320 03/07/2019
3827,,,
3828,0.1492,0.5407,11:20:10.500 03/07/2019
3829,,,
3830,0.1493,0.5413,11:20:10.680 03/07/2019
3831,,,
3832,0.1484,0.5415,11:20:10.860 03/07/2019
3833,,,
3834,0.1492,0.5417,11:20:11.040 03/07/2019
3835,,,
3836,0.1499,0.5410,11:20:11.220 03/07/2019
3837,,,
3838,0.1493,0.5415,11:20:11.400 03/07/2019
3839,,,
3840,0.1498,0.5411,11:20:11.580 03/07/2019
3841,,,
3842,0.1493,0.5419,11:20:11.760 03/07/2019
3843,,,
3844,0.1495,0.5425,11:20:11.940 03/07/2019
3845,,,
3846,0.1497,0.5423,11:20:12.120 03/07/2019
3847,,,
3848,0.1486,0.5418,11:20:12.300 03/07/2019
3849,,,
3850,0.1477,0.5414,11:20:12.480 03/07/2019
3851,,,
3852,0.1473,0.5415,11:20:12.660 03/07/2019
3853,,,
3854,0.1467,0.5414,11:20:12.840 03/07/2019
3855,,,
3856,0.1475,0.5435,11:20:13.020 03/07/2019
3857,,,
3858,0.1462,0.5428,11:20:13.200 03/07/2019
3859,,,
3860,0.1460,0.5428,11:20:13.380 03/07/2019
3861,,,
3862,0.1457,0.5432,11:20:13.560 03/07/2019
3863,,,
3864,0.1449,0.5421,11:20:13.740 03/07/2019
3865,,,
3866,0.1454,0.5421,11:20:13.920 03/07/2019
3867,,,
3868,0.1457,0.5427,11:20:14.100 03/07/2019
3869,,,
3870,0.1467,0.5400,11:20:14.280 03/07/2019
3871,,,
3872,0.1469,0.5409,11:20:14.460 03/07/2019
3873,,,
3874,0.1462,0.5406,11:20:14.640 03/07/2019
3875,,,
3876,0.1463,0.5407,11:20:14.820 03/07/2019
3877,,,
3878,0.1455,0.5397,11:20:15.000 03/07/2019
3879,,,
3880,0.1447,0.5407,11:20:15.180 03/07/2019
3881,,,
3882,0.1442,0.5401,11:20:15.360 03/07/2019
3883,,,
3884,0.1443,0.5395,11:20:15.540 03/07/2019
3885,,,
3886,0.1437,0.5401,11:20:15.720 03/07/2019
3887,,,
3888,0.1438,0.5395,11:20:15.900 03/07/2019
3889,,,
3890,0.1438,0.5394,11:20:16.080 03/07/2019
3891,,,
3892,0.1446,0.5389,11:20:16.260 03/07/2019
3893,,,
3894,0.1445,0.5388,11:20:16.440 03/07/2019
3895,,,
3896,0.1435,0.5371,11:20:16.620 03/07/2019
3897,,,
3898,0.1440,0.5365,11:20:16.800 03/07/2019
3899,,,
3900,0.1440,0.5366,11:20:16.980 03/07/2019
3901,,,
3902,0.1438,0.5359,11:20:17.160 03/07/2019
3903,,,
3904,0.1434,0.5371,11:20:17.340 03/07/2019
3905,,,
3906,0.1441,0.5356,11:20:17.520 03/07/2019
3907,,,
3908,0.1442,0.5373,11:20:17.700 03/07/2019
3909,,,
3910,0.1446,0.5364,11:20:17.880 03/07/2019
3911,,,
3912,0.1487,0.5376,11:20:18.060 03/07/2019
3913,,,
3914,0.1490,0.5378,11:20:18.300 03/07/2019
3915,,,
3916,0.1483,0.5366,11:20:18.480 03/07/2019
3917,,,
3918,0.1482,0.5372,11:20:18.660 03/07/2019
3919,,,
3920,0.1477,0.5367,11:20:18.840 03/07/2019
3921,,,
3922,0.1485,0.5381,11:20:19.020 03/07/2019
3923,,,
3924,0.1490,0.5382,11:20:19.200 03/07/2019
3925,,,
3926,0.1486,0.5376,11:20:19.380 03/07/2019
3927,,,
3928,0.1511,0.5387,11:20:19.560 03/07/2019
3929,,,
3930,0.1503,0.5386,11:20:19.740 03/07/2019
3931,,,
3932,0.1498,0.5385,11:20:19.920 03/07/2019
3933,,,
3934,0.1514,0.5381,11:20:20.100 03/07/2019
3935,,,
3936,0.1519,0.5385,11:20:20.280 03/07/2019
3937,,,
3938,0.1526,0.5396,11:20:20.460 03/07/2019
3939,,,
3940,0.1546,0.5389,11:20:20.640 03/07/2019
3941,,,
3942,0.1548,0.5396,11:20:20.820 03/07/2019
3943,,,
3944,0.1535,0.5399,11:20:21.000 03/07/2019
3945,,,
3946,0.1527,0.5401,11:20:21.180 03/07/2019
3947,,,
3948,0.1546,0.5396,11:20:21.360 03/07/2019
3949,,,
3950,0.1554,0.5388,11:20:21.600 03/07/2019
3951,,,
3952,0.1551,0.5391,11:20:21.780 03/07/2019
3953,,,
3954,0.1536,0.5405,11:20:21.960 03/07/2019
3955,,,
3956,0.1538,0.5408,11:20:22.200 03/07/2019
3957,,,
3958,0.1544,0.5394,11:20:22.380 03/07/2019
3959,,,
3960,0.1546,0.5405,11:20:22.560 03/07/2019
3961,,,
3962,0.1535,0.5392,11:20:22.740 03/07/2019
3963,,,
3964,0.1538,0.5403,11:20:22.920 03/07/2019
3965,,,
3966,0.1532,0.5390,11:20:23.100 03/07/2019
3967,,,
3968,0.1535,0.5402,11:20:23.280 03/07/2019
3969,,,
3970,0.1542,0.5394,11:20:23.460 03/07/2019
3971,,,
3972,0.1540,0.5396,11:20:23.640 03/07/2019
3973,,,
3974,0.1540,0.5393,11:20:23.820 03/07/2019
3975,,,
3976,0.1548,0.5399,11:20:24.000 03/07/2019
3977,,,
3978,0.1535,0.5388,11:20:24.240 03/07/2019
3979,,,
3980,0.1534,0.5389,11:20:24.420 03/07/2019
3981,,,
3982,0.1536,0.5383,11:20:24.600 03/07/2019
3983,,,
3984,0.1515,0.5397,11:20:24.780 03/07/2019
3985,,,
3986,0.1520,0.5390,11:20:24.960 03/07/2019
3987,,,
3988,0.1504,0.5385,11:20:25.140 03/07/2019
3989,,,
3990,0.1511,0.5401,11:20:25.320 03/07/2019
3991,,,
3992,0.1510,0.5403,11:20:25.500 03/07/2019
3993,,,
3994,0.1497,0.5397,11:20:25.680 03/07/2019
3995,,,
3996,0.1486,0.5401,11:20:25.860 03/07/2019
3997,,,
3998,0.1490,0.5401,11:20:26.040 03/07/2019
3999,,,
4000,0.1493,0.5409,11:20:26.220 03/07/2019
4001,,,
4002,0.1479,0.5409,11:20:26.400 03/07/2019
4003,,,
4004,0.1474,0.5406,11:20:26.580 03/07/2019
4005,,,
4006,0.1461,0.5405,11:20:26.760 03/07/2019
4007,,,
4008,0.1464,0.5411,11:20:26.940 03/07/2019
4009,,,
4010,0.1472,0.5407,11:20:27.120 03/07/2019
4011,,,
4012,0.1482,0.5412,11:20:27.300 03/07/2019
4013,,,
4014,0.1466,0.5414,11:20:27.480 03/07/2019
4015,,,
4016,0.1457,0.5418,11:20:27.660 03/07/2019
4017,,,
4018,0.1449,0.5414,11:20:27.840 03/07/2019
4019,,,
4020,0.1449,0.5425,11:20:28.020 03/07/2019
4021,,,
4022,0.1436,0.5412,11:20:28.200 03/07/2019
4023,,,
4024,0.1435,0.5420,11:20:28.380 03/07/2019
4025,,,
4026,0.1429,0.5424,11:20:28.500 03/07/2019
4027,,,
4028,0.1432,0.5413,11:20:28.680 03/07/2019
4029,,,
4030,0.1432,0.5414,11:20:28.860 03/07/2019
4031,,,
4032,0.1414,0.5437,11:20:29.040 03/07/2019
4033,,,
4034,0.1413,0.5433,11:20:29.220 03/07/2019
4035,,,
4036,0.1407,0.5437,11:20:29.400 03/07/2019
4037,,,
4038,0.1409,0.5439,11:20:29.580 03/07/2019
4039,,,
4040,0.1405,0.5440,11:20:29.760 03/07/2019
4041,,,
4042,0.1394,0.5428,11:20:29.940 03/07/2019
4043,,,
4044,0.1397,0.5438,11:20:30.120 03/07/2019
4045,,,
4046,0.1394,0.5433,11:20:30.300 03/07/2019
4047,,,
4048,0.1386,0.5434,11:20:30.480 03/07/2019
4049,,,
4050,0.1395,0.5409,11:20:30.660 03/07/2019
4051,,,
4052,0.1408,0.5410,11:20:30.840 03/07/2019
4053,,,
4054,0.1413,0.5400,11:20:31.020 03/07/2019
4055,,,
4056,0.1411,0.5415,11:20:31.200 03/07/2019
4057,,,
4058,0.1412,0.5407,11:20:31.380 03/07/2019
4059,,,
4060,0.1417,0.5409,11:20:31.560 03/07/2019
4061,,,
4062,0.1424,0.5404,11:20:31.740 03/07/2019
4063,,,
4064,0.1444,0.5412,11:20:31.920 03/07/2019
4065,,,
4066,0.1444,0.5420,11:20:32.160 03/07/2019
4067,,,
4068,0.1439,0.5415,11:20:32.340 03/07/2019
4069,,,
4070,0.1448,0.5418,11:20:32.520 03/07/2019
4071,,,
4072,0.1450,0.5414,11:20:32.700 03/07/2019
4073,,,
4074,0.1485,0.5415,11:20:32.880 03/07/2019
4075,,,
4076,0.1475,0.5408,11:20:33.060 03/07/2019
4077,,,
4078,0.1474,0.5413,11:20:33.240 03/07/2019
4079,,,
4080,0.1478,0.5404,11:20:33.420 03/07/2019
4081,,,
4082,0.1467,0.5401,11:20:33.660 03/07/2019
4083,,,
4084,0.1485,0.5410,11:20:33.840 03/07/2019
4085,,,
4086,0.1476,0.5407,11:20:34.020 03/07/2019
4087,,,
4088,0.1477,0.5406,11:20:34.200 03/07/2019
4089,,,
4090,0.1509,0.5404,11:20:34.380 03/07/2019
4091,,,
4092,0.1516,0.5398,11:20:34.560 03/07/2019
4093,,,
4094,0.1515,0.5404,11:20:34.740 03/07/2019
4095,,,
4096,0.1522,0.5411,11:20:34.980 03/07/2019
4097,,,
4098,0.1519,0.5403,11:20:35.160 03/07/2019
4099,,,
4100,0.1532,0.5402,11:20:35.340 03/07/2019
4101,,,
4102,0.1529,0.5411,11:20:35.520 03/07/2019
4103,,,
4104,0.1522,0.5416,11:20:35.700 03/07/2019
4105,,,
4106,0.1530,0.5412,11:20:35.880 03/07/2019
4107,,,
4108,0.1526,0.5418,11:20:36.060 03/07/2019
4109,,,
4110,0.1521,0.5416,11:20:36.240 03/07/2019
4111,,,
4112,0.1521,0.5404,11:20:36.420 03/07/2019
4113,,,
4114,0.1528,0.5419,11:20:36.600 03/07/2019
4115,,,
4116,0.1518,0.5415,11:20:36.780 03/07/2019
4117,,,
4118,0.1521,0.5420,11:20:36.960 03/07/2019
4119,,,
4120,0.1510,0.5428,11:20:37.140 03/07/2019
4121,,,
4122,0.1518,0.5429,11:20:37.320 03/07/2019
4123,,,
4124,0.1512,0.5418,11:20:37.500 03/07/2019
4125,,,
4126,0.1513,0.5428,11:20:37.680 03/07/2019
4127,,,
4128,0.1501,0.5433,11:20:37.860 03/07/2019
4129,,,
4130,0.1504,0.5425,11:20:38.040 03/07/2019
4131,,,
4132,0.1510,0.5433,11:20:38.220 03/07/2019
4133,,,
4134,0.1506,0.5437,11:20:38.400 03/07/2019
4135,,,
4136,0.1510,0.5429,11:20:38.580 03/07/2019
4137,,,
4138,0.1507,0.5428,11:20:38.760 03/07/2019
4139,,,
4140,0.1497,0.5428,11:20:38.940 03/07/2019
4141,,,
4142,0.1500,0.5417,11:20:39.120 03/07/2019
4143,,,
4144,0.1489,0.5412,11:20:39.300 03/07/2019
4145,,,
4146,0.1484,0.5408,11:20:39.480 03/07/2019
4147,,,
4148,0.1472,0.5412,11:20:39.660 03/07/2019
4149,,,
4150,0.1465,0.5410,11:20:39.840 03/07/2019
4151,,,
4152,0.1478,0.5405,11:20:40.020 03/07/2019
4153,,,
4154,0.1478,0.5417,11:20:40.200 03/07/2019
4155,,,
4156,0.1464,0.5405,11:20:40.380 03/07/2019
4157,,,
4158,0.1460,0.5393,11:20:40.560 03/07/2019
4159,,,
